Gray Images
Image	Object	Volume_mm3	Min	Max	Mean	Std	
kirby127a_3_1_ax.img	midbrain_L	4943	57.0000	296.0000	228.3875	27.4134	
kirby127a_3_1_ax.img	midbrain_R	5325	55.0000	307.0000	233.1521	30.6334	
kirby127a_3_1_ax.img	Cerebellum_R	71877	2.0000	265.0000	135.6437	46.9902	
kirby127a_3_1_ax.img	Cerebellum_L	72003	3.0000	250.0000	122.9753	43.0713	
kirby127a_3_1_ax.img	Pons_L	7491	35.0000	275.0000	219.5655	27.2021	
kirby127a_3_1_ax.img	Pons_R	8033	61.0000	299.0000	228.0194	25.8863	
kirby127a_3_1_ax.img	Medulla_L	2403	25.0000	283.0000	196.0509	37.1295	
kirby127a_3_1_ax.img	Medulla_R	2571	12.0000	286.0000	203.4001	35.8340	
kirby127a_3_1_ax.img	AnteriorWM_L	87012	9.0000	374.0000	172.2390	33.3689	
kirby127a_3_1_ax.img	AnteriorWM_R	91755	11.0000	278.0000	172.5715	31.9999	
kirby127a_3_1_ax.img	PosteriorWM_L	70431	2.0000	254.0000	155.9679	28.4589	
kirby127a_3_1_ax.img	PosteriorWM_R	71552	15.0000	278.0000	169.6777	32.2965	
kirby127a_3_1_ax.img	CorpusCallosum_L	12130	15.0000	304.0000	211.2458	31.5447	
kirby127a_3_1_ax.img	CorpusCallosum_R	13167	11.0000	300.0000	216.2090	32.5390	
kirby127a_3_1_ax.img	InferiorWM_L	57873	11.0000	278.0000	178.9045	32.4474	
kirby127a_3_1_ax.img	InferiorWM_R	57299	10.0000	285.0000	195.5827	34.5442	
kirby127a_3_1_ax.img	LimbicWM_L	14322	13.0000	276.0000	188.0661	34.7571	
kirby127a_3_1_ax.img	LimbicWM_R	13702	14.0000	287.0000	193.4625	38.4176	
kirby127a_3_1_ax.img	LateralVentricle_L	21332	0.0000e+00	258.0000	31.7147	29.8467	
kirby127a_3_1_ax.img	LateralVentricle_R	19342	0.0000e+00	245.0000	35.2398	33.2871	
kirby127a_3_1_ax.img	III_ventricle	2418	6.0000	214.0000	73.2938	35.4151	
kirby127a_3_1_ax.img	FrontSul_L	15004	0.0000e+00	116.0000	28.9511	16.5722	
kirby127a_3_1_ax.img	FrontSul_R	11232	0.0000e+00	99.0000	27.6766	17.3101	
kirby127a_3_1_ax.img	CentralSul_L	2159	0.0000e+00	92.0000	25.2674	15.2438	
kirby127a_3_1_ax.img	CentralSul_R	1750	1.0000	91.0000	31.6001	17.4947	
kirby127a_3_1_ax.img	SylvianFissureExt_L	3826	0.0000e+00	137.0000	30.7535	19.2084	
kirby127a_3_1_ax.img	SylvianFissureExt_R	2925	1.0000	132.0000	35.2803	19.9569	
kirby127a_3_1_ax.img	ParietSul_L	8739	0.0000e+00	88.0000	27.4541	16.8708	
kirby127a_3_1_ax.img	ParietSul_R	9728	0.0000e+00	98.0000	28.8671	18.0696	
kirby127a_3_1_ax.img	CinguSul_L	1173	1.0000	103.0000	45.2682	19.0120	
kirby127a_3_1_ax.img	CinguSul_R	1419	1.0000	133.0000	42.3173	21.0417	
kirby127a_3_1_ax.img	OcciptSul_L	1934	0.0000e+00	112.0000	32.0993	19.2229	
kirby127a_3_1_ax.img	OcciptSul_R	2054	0.0000e+00	120.0000	34.5400	19.9960	
kirby127a_3_1_ax.img	TempSul_L	1139	1.0000	97.0000	34.5616	17.1574	
kirby127a_3_1_ax.img	TempSul_R	910	2.0000	161.0000	37.2256	16.8987	
kirby127a_3_1_ax.img	IV_ventricle	2700	3.0000	227.0000	64.2627	40.7481	



Type1-L4 Statistics

kirby127a_3_1_ax.img	SFG_L	28786	4.0000	193.0000	78.3376	23.2245	
kirby127a_3_1_ax.img	SFG_R	26430	4.0000	175.0000	79.9855	22.7429	
kirby127a_3_1_ax.img	MFG_L	26237	4.0000	189.0000	78.5728	23.3372	
kirby127a_3_1_ax.img	MFG_R	27599	0.0000e+00	182.0000	82.2355	21.5985	
kirby127a_3_1_ax.img	IFG_L	13080	7.0000	183.0000	87.5619	23.9278	
kirby127a_3_1_ax.img	IFG_R	11608	3.0000	182.0000	90.0031	22.1508	
kirby127a_3_1_ax.img	OG_L	9513	3.0000	216.0000	106.6316	28.3897	
kirby127a_3_1_ax.img	OG_R	9233	9.0000	207.0000	105.5468	24.9794	
kirby127a_3_1_ax.img	RG_L	6304	6.0000	213.0000	107.7967	26.8517	
kirby127a_3_1_ax.img	RG_R	6209	6.0000	223.0000	108.1635	25.0899	
kirby127a_3_1_ax.img	PoCG_L	10698	3.0000	151.0000	77.1192	22.3556	
kirby127a_3_1_ax.img	PoCG_R	11178	3.0000	175.0000	82.4300	24.1229	
kirby127a_3_1_ax.img	PrCG_L	14746	3.0000	177.0000	77.2872	22.2285	
kirby127a_3_1_ax.img	PrCG_R	17523	4.0000	173.0000	84.3954	23.0180	
kirby127a_3_1_ax.img	SPG_L	7564	1.0000	157.0000	79.3349	22.6782	
kirby127a_3_1_ax.img	SPG_R	6928	13.0000	173.0000	84.7121	23.4871	
kirby127a_3_1_ax.img	SMG_L	8626	1.0000	160.0000	76.9878	22.8247	
kirby127a_3_1_ax.img	SMG_R	9497	0.0000e+00	169.0000	83.9725	23.8536	
kirby127a_3_1_ax.img	AG_L	7430	4.0000	159.0000	75.3894	21.2562	
kirby127a_3_1_ax.img	AG_R	13580	1.0000	173.0000	83.2116	25.0679	
kirby127a_3_1_ax.img	PrCu_L	7359	2.0000	166.0000	80.7071	22.8638	
kirby127a_3_1_ax.img	PrCu_R	6574	5.0000	176.0000	83.4294	23.4040	
kirby127a_3_1_ax.img	STG_L	17820	0.0000e+00	187.0000	88.6670	25.1753	
kirby127a_3_1_ax.img	STG_R	16656	1.0000	203.0000	98.2352	26.7454	
kirby127a_3_1_ax.img	MTG_L	18933	2.0000	182.0000	85.4154	22.3409	
kirby127a_3_1_ax.img	MTG_R	19300	10.0000	196.0000	95.1683	22.6311	
kirby127a_3_1_ax.img	ITG_L	12554	6.0000	181.0000	91.3886	21.9241	
kirby127a_3_1_ax.img	ITG_R	12336	5.0000	192.0000	104.4645	22.9659	
kirby127a_3_1_ax.img	Limbic_L	2180	10.0000	214.0000	136.1063	26.5884	
kirby127a_3_1_ax.img	Limbic_R	2289	15.0000	245.0000	145.4405	29.0752	
kirby127a_3_1_ax.img	FuG_L	14032	3.0000	185.0000	99.5070	25.2620	
kirby127a_3_1_ax.img	FuG_R	13514	5.0000	203.0000	111.3783	27.0532	
kirby127a_3_1_ax.img	SOG_L	2568	9.0000	156.0000	86.7565	25.0902	
kirby127a_3_1_ax.img	SOG_R	2268	10.0000	163.0000	91.7519	25.9903	
kirby127a_3_1_ax.img	MOG_L	16292	1.0000	165.0000	78.8365	23.3805	
kirby127a_3_1_ax.img	MOG_R	14164	3.0000	181.0000	86.7827	25.6074	
kirby127a_3_1_ax.img	IOG_L	4290	3.0000	153.0000	81.4912	24.1283	
kirby127a_3_1_ax.img	IOG_R	4475	4.0000	181.0000	93.0126	26.7250	
kirby127a_3_1_ax.img	Cu_L	6038	2.0000	169.0000	90.1069	27.1677	
kirby127a_3_1_ax.img	Cu_R	6839	3.0000	184.0000	90.1481	29.7775	
kirby127a_3_1_ax.img	LG_L	8068	4.0000	188.0000	102.0968	30.3152	
kirby127a_3_1_ax.img	LG_R	7289	0.0000e+00	220.0000	106.4198	33.3593	
kirby127a_3_1_ax.img	Cingulate_L	22643	5.0000	249.0000	106.7829	29.9665	
kirby127a_3_1_ax.img	Cingulate_R	26516	5.0000	295.0000	104.6145	28.7477	
kirby127a_3_1_ax.img	Insula_L	7241	10.0000	209.0000	102.3419	22.1017	
kirby127a_3_1_ax.img	Insula_R	7082	10.0000	246.0000	112.8027	24.0110	
kirby127a_3_1_ax.img	Amyg_L	1983	42.0000	240.0000	141.5206	18.7834	
kirby127a_3_1_ax.img	Amyg_R	2349	34.0000	259.0000	150.9581	20.2500	
kirby127a_3_1_ax.img	Hippo_L	3972	11.0000	235.0000	139.1885	24.6245	
kirby127a_3_1_ax.img	Hippo_R	3779	28.0000	260.0000	147.3239	25.5617	
kirby127a_3_1_ax.img	Caud_L	3570	14.0000	235.0000	157.0807	24.1810	
kirby127a_3_1_ax.img	Caud_R	3723	24.0000	246.0000	154.5006	22.5121	
kirby127a_3_1_ax.img	Put_L	4385	114.0000	236.0000	169.1809	15.0620	
kirby127a_3_1_ax.img	Put_R	4400	87.0000	240.0000	173.2425	16.6580	
kirby127a_3_1_ax.img	GP_L	1368	150.0000	273.0000	217.7404	14.0643	
kirby127a_3_1_ax.img	GP_R	1478	168.0000	273.0000	225.6158	12.9086	
kirby127a_3_1_ax.img	Thalamus_L	6342	38.0000	268.0000	192.1482	24.4523	
kirby127a_3_1_ax.img	Thalamus_R	6372	34.0000	265.0000	194.3232	27.0116	
kirby127a_3_1_ax.img	BasalForebrain_L	4053	15.0000	295.0000	191.4596	41.1486	
kirby127a_3_1_ax.img	BasalForebrain_R	4088	10.0000	335.0000	188.2516	39.8065	
kirby127a_3_1_ax.img	midbrain_L	4943	57.0000	296.0000	228.3875	27.4134	
kirby127a_3_1_ax.img	midbrain_R	5325	55.0000	307.0000	233.1521	30.6334	
kirby127a_3_1_ax.img	Cerebellum_R	58504	2.0000	255.0000	119.9705	35.1870	
kirby127a_3_1_ax.img	Cerebellum_L	59435	3.0000	235.0000	109.3871	32.7480	
kirby127a_3_1_ax.img	Pons_L	7491	35.0000	275.0000	219.5655	27.2021	
kirby127a_3_1_ax.img	Pons_R	8033	61.0000	299.0000	228.0194	25.8863	
kirby127a_3_1_ax.img	Medulla_L	2403	25.0000	283.0000	196.0509	37.1295	
kirby127a_3_1_ax.img	Medulla_R	2571	12.0000	286.0000	203.4001	35.8340	
kirby127a_3_1_ax.img	ant_DPWM_L	26423	115.0000	257.0000	199.0605	17.4033	
kirby127a_3_1_ax.img	ant_DPWM_R	27905	111.0000	263.0000	200.1018	14.8424	
kirby127a_3_1_ax.img	post_DPWM_L	4400	149.0000	227.0000	188.3852	9.3191	
kirby127a_3_1_ax.img	post_DPWM_R	3772	144.0000	235.0000	207.4219	9.1510	
kirby127a_3_1_ax.img	GCC_L	2584	40.0000	304.0000	227.1393	26.4686	
kirby127a_3_1_ax.img	GCC_R	2748	59.0000	300.0000	223.6642	27.0979	
kirby127a_3_1_ax.img	BCC_L	4120	26.0000	260.0000	199.8736	31.9456	
kirby127a_3_1_ax.img	BCC_R	4487	11.0000	258.0000	200.8171	34.7113	
kirby127a_3_1_ax.img	SCC_L	5427	15.0000	280.0000	212.3123	29.9394	
kirby127a_3_1_ax.img	SCC_R	5932	45.0000	281.0000	224.3979	28.7507	
kirby127a_3_1_ax.img	PVA_posterior_L	1176	2.0000	225.0000	130.2765	46.0571	
kirby127a_3_1_ax.img	PVA_posterior_R	1041	10.0000	232.0000	135.3137	51.6633	
kirby127a_3_1_ax.img	ALIC_L	2344	142.0000	278.0000	222.3963	21.9805	
kirby127a_3_1_ax.img	ALIC_R	2528	131.0000	263.0000	222.2013	18.3836	
kirby127a_3_1_ax.img	PLIC_L	3389	144.0000	266.0000	215.1944	16.9224	
kirby127a_3_1_ax.img	PLIC_R	3297	160.0000	271.0000	223.3895	14.5145	
kirby127a_3_1_ax.img	inf_DPWM_L	19131	38.0000	261.0000	187.1356	25.3990	
kirby127a_3_1_ax.img	inf_DPWM_R	18142	62.0000	285.0000	209.2900	29.4552	
kirby127a_3_1_ax.img	CGC_L	3135	95.0000	244.0000	195.9571	27.1542	
kirby127a_3_1_ax.img	CGC_R	3563	81.0000	252.0000	195.0303	28.8304	
kirby127a_3_1_ax.img	CGH_L	1811	108.0000	264.0000	207.7913	27.9957	
kirby127a_3_1_ax.img	CGH_R	1725	122.0000	281.0000	217.8100	32.4410	
kirby127a_3_1_ax.img	Fx/ST_L	1425	71.0000	263.0000	198.5088	28.5076	
kirby127a_3_1_ax.img	Fx/ST_R	1438	45.0000	287.0000	216.0526	32.7371	
kirby127a_3_1_ax.img	Fx_L	903	13.0000	276.0000	152.1463	59.3877	
kirby127a_3_1_ax.img	Fx_R	996	14.0000	277.0000	150.4217	56.4963	
kirby127a_3_1_ax.img	PeripheralParietalWM_L	33441	55.0000	217.0000	154.8766	27.2119	
kirby127a_3_1_ax.img	PeripheralParietalWM_R	36387	61.0000	234.0000	166.1046	31.1126	
kirby127a_3_1_ax.img	AnteriorLateralVentricle_L	15521	0.0000e+00	258.0000	30.9837	28.0516	
kirby127a_3_1_ax.img	PosteriorLateralVentricle_L	4977	0.0000e+00	230.0000	27.4741	27.9549	
kirby127a_3_1_ax.img	InferiorLateralVentricle_L	834	1.0000	193.0000	70.6230	42.9697	
kirby127a_3_1_ax.img	AnteriorLateralVentricle_R	14214	0.0000e+00	224.0000	33.2512	29.4885	
kirby127a_3_1_ax.img	PosteriorLateralVentricle_R	4220	0.0000e+00	245.0000	33.9477	36.6156	
kirby127a_3_1_ax.img	InferiorLateralVentricle_R	909	0.0000e+00	242.0000	72.3567	48.0762	
kirby127a_3_1_ax.img	III_ventricle	2418	6.0000	214.0000	73.2938	35.4151	
kirby127a_3_1_ax.img	PVA_anterior_L	836	9.0000	237.0000	150.2299	45.2199	
kirby127a_3_1_ax.img	PVA_anterior_R	867	11.0000	218.0000	152.7687	38.5678	
kirby127a_3_1_ax.img	PeripheralFrontalWM_L	59754	63.0000	374.0000	160.6863	31.6318	
kirby127a_3_1_ax.img	PeripheralFrontalWM_R	62984	61.0000	278.0000	160.6465	29.8379	
kirby127a_3_1_ax.img	PeripheralTemporalWM_L	32619	63.0000	258.0000	167.7560	30.6034	
kirby127a_3_1_ax.img	PeripheralTemporalWM_R	32943	43.0000	275.0000	183.8333	33.3479	
kirby127a_3_1_ax.img	PeripheralOccipitalWM_L	31806	35.0000	254.0000	153.2748	27.9075	
kirby127a_3_1_ax.img	PeripheralOccipitalWM_R	30744	66.0000	278.0000	170.1002	31.5486	
kirby127a_3_1_ax.img	PeripheralCingulateWM_L	7050	56.0000	267.0000	181.9792	30.9439	
kirby127a_3_1_ax.img	PeripheralCingulateWM_R	5981	85.0000	266.0000	187.2464	33.9306	
kirby127a_3_1_ax.img	CerebellumWM_R	13373	84.0000	265.0000	204.2113	25.9861	
kirby127a_3_1_ax.img	CerebellumWM_L	12568	70.0000	250.0000	187.2366	23.5368	
kirby127a_3_1_ax.img	FrontSul_L	15004	0.0000e+00	116.0000	28.9511	16.5722	
kirby127a_3_1_ax.img	FrontSul_R	11232	0.0000e+00	99.0000	27.6766	17.3101	
kirby127a_3_1_ax.img	CentralSul_L	2159	0.0000e+00	92.0000	25.2674	15.2438	
kirby127a_3_1_ax.img	CentralSul_R	1750	1.0000	91.0000	31.6001	17.4947	
kirby127a_3_1_ax.img	SylFrontSul_L	1589	1.0000	137.0000	33.0325	20.1865	
kirby127a_3_1_ax.img	SylFrontSul_R	1175	2.0000	108.0000	35.8887	19.6852	
kirby127a_3_1_ax.img	SylTempSul_L	1598	1.0000	135.0000	31.4974	18.8025	
kirby127a_3_1_ax.img	SylTempSul_R	1462	1.0000	132.0000	36.0690	20.6196	
kirby127a_3_1_ax.img	SylParieSul_L	640	0.0000e+00	69.0000	23.2345	15.5229	
kirby127a_3_1_ax.img	SylParieSul_R	288	1.0000	68.0000	28.7958	16.0944	
kirby127a_3_1_ax.img	ParietSul_L	8739	0.0000e+00	88.0000	27.4541	16.8708	
kirby127a_3_1_ax.img	ParietSul_R	9728	0.0000e+00	98.0000	28.8671	18.0696	
kirby127a_3_1_ax.img	CinguSul_L	1173	1.0000	103.0000	45.2682	19.0120	
kirby127a_3_1_ax.img	CinguSul_R	1419	1.0000	133.0000	42.3173	21.0417	
kirby127a_3_1_ax.img	OcciptSul_L	1934	0.0000e+00	112.0000	32.0993	19.2229	
kirby127a_3_1_ax.img	OcciptSul_R	2054	0.0000e+00	120.0000	34.5400	19.9960	
kirby127a_3_1_ax.img	TempSul_L	1139	1.0000	97.0000	34.5616	17.1574	
kirby127a_3_1_ax.img	TempSul_R	910	2.0000	161.0000	37.2256	16.8987	
kirby127a_3_1_ax.img	Caudate_tail_L	363	45.0000	222.0000	131.9139	34.6275	
kirby127a_3_1_ax.img	Caudate_tail_R	345	16.0000	248.0000	138.8920	44.3680	
kirby127a_3_1_ax.img	IV_ventricle	2700	3.0000	227.0000	64.2627	40.7481	



Type1-L5 Statistics

kirby127a_3_1_ax.img	SFG_L	12926	9.0000	164.0000	71.9072	19.7198	
kirby127a_3_1_ax.img	SFG_R	10050	4.0000	150.0000	72.2947	18.3014	
kirby127a_3_1_ax.img	SFG_PFC_L	12783	4.0000	175.0000	81.7278	22.9621	
kirby127a_3_1_ax.img	SFG_PFC_R	11507	6.0000	166.0000	81.4893	21.7903	
kirby127a_3_1_ax.img	SFG_pole_L	3078	8.0000	193.0000	91.2620	28.8671	
kirby127a_3_1_ax.img	SFG_pole_R	4874	7.0000	175.0000	92.2952	26.7301	
kirby127a_3_1_ax.img	MFG_L	9938	4.0000	153.0000	72.9425	20.3322	
kirby127a_3_1_ax.img	MFG_R	11151	14.0000	167.0000	79.0587	20.6250	
kirby127a_3_1_ax.img	MFG_DPFC_L	16300	4.0000	189.0000	82.0054	24.3623	
kirby127a_3_1_ax.img	MFG_DPFC_R	16449	0.0000e+00	182.0000	84.3891	21.9745	
kirby127a_3_1_ax.img	IFG_opercularis_L	4229	9.0000	164.0000	83.6382	22.4789	
kirby127a_3_1_ax.img	IFG_opercularis_R	4084	10.0000	166.0000	88.3309	21.6525	
kirby127a_3_1_ax.img	IFG_orbitalis_L	4551	7.0000	183.0000	90.6411	25.1378	
kirby127a_3_1_ax.img	IFG_orbitalis_R	3868	8.0000	172.0000	92.0441	23.2313	
kirby127a_3_1_ax.img	IFG_triangularis_L	4301	10.0000	180.0000	88.1621	23.4587	
kirby127a_3_1_ax.img	IFG_triangularis_R	3657	3.0000	182.0000	89.7118	21.3437	
kirby127a_3_1_ax.img	LFOG_L	4700	9.0000	190.0000	100.9484	26.6357	
kirby127a_3_1_ax.img	LFOG_R	4490	9.0000	188.0000	101.4844	23.2706	
kirby127a_3_1_ax.img	MFOG_L	4814	3.0000	216.0000	112.1803	28.9462	
kirby127a_3_1_ax.img	MFOG_R	4744	15.0000	207.0000	109.3913	25.9153	
kirby127a_3_1_ax.img	RG_L	6304	6.0000	213.0000	107.7967	26.8517	
kirby127a_3_1_ax.img	RG_R	6209	6.0000	223.0000	108.1635	25.0899	
kirby127a_3_1_ax.img	PoCG_L	10698	3.0000	151.0000	77.1192	22.3556	
kirby127a_3_1_ax.img	PoCG_R	11178	3.0000	175.0000	82.4300	24.1229	
kirby127a_3_1_ax.img	PrCG_L	14746	3.0000	177.0000	77.2872	22.2285	
kirby127a_3_1_ax.img	PrCG_R	17523	4.0000	173.0000	84.3954	23.0180	
kirby127a_3_1_ax.img	SPG_L	7564	1.0000	157.0000	79.3349	22.6782	
kirby127a_3_1_ax.img	SPG_R	6928	13.0000	173.0000	84.7121	23.4871	
kirby127a_3_1_ax.img	SMG_L	8626	1.0000	160.0000	76.9878	22.8247	
kirby127a_3_1_ax.img	SMG_R	9497	0.0000e+00	169.0000	83.9725	23.8536	
kirby127a_3_1_ax.img	AG_L	7430	4.0000	159.0000	75.3894	21.2562	
kirby127a_3_1_ax.img	AG_R	13580	1.0000	173.0000	83.2116	25.0679	
kirby127a_3_1_ax.img	PrCu_L	7359	2.0000	166.0000	80.7071	22.8638	
kirby127a_3_1_ax.img	PrCu_R	6574	5.0000	176.0000	83.4294	23.4040	
kirby127a_3_1_ax.img	STG_L	12957	0.0000e+00	187.0000	86.3773	25.7515	
kirby127a_3_1_ax.img	STG_R	11253	3.0000	203.0000	98.7701	27.9695	
kirby127a_3_1_ax.img	STG_L_pole	4864	5.0000	179.0000	94.7666	22.4599	
kirby127a_3_1_ax.img	STG_R_pole	5404	1.0000	185.0000	97.1213	23.9583	
kirby127a_3_1_ax.img	MTG_L	16238	2.0000	181.0000	83.2269	21.6707	
kirby127a_3_1_ax.img	MTG_R	16311	10.0000	196.0000	93.5746	22.4688	
kirby127a_3_1_ax.img	MTG_L_pole	2696	19.0000	182.0000	98.6002	21.7745	
kirby127a_3_1_ax.img	MTG_R_pole	2990	20.0000	175.0000	103.8639	21.5087	
kirby127a_3_1_ax.img	ITG_L	12554	6.0000	181.0000	91.3886	21.9241	
kirby127a_3_1_ax.img	ITG_R	12336	5.0000	192.0000	104.4645	22.9659	
kirby127a_3_1_ax.img	PHG_L	1250	32.0000	214.0000	135.2911	27.5007	
kirby127a_3_1_ax.img	PHG_R	1248	15.0000	245.0000	145.8221	30.5832	
kirby127a_3_1_ax.img	ENT_L	930	10.0000	211.0000	137.2013	25.2699	
kirby127a_3_1_ax.img	ENT_R	1041	40.0000	234.0000	144.9827	27.1491	
kirby127a_3_1_ax.img	FuG_L	14032	3.0000	185.0000	99.5070	25.2620	
kirby127a_3_1_ax.img	FuG_R	13514	5.0000	203.0000	111.3783	27.0532	
kirby127a_3_1_ax.img	SOG_L	2568	9.0000	156.0000	86.7565	25.0902	
kirby127a_3_1_ax.img	SOG_R	2268	10.0000	163.0000	91.7519	25.9903	
kirby127a_3_1_ax.img	MOG_L	16292	1.0000	165.0000	78.8365	23.3805	
kirby127a_3_1_ax.img	MOG_R	14164	3.0000	181.0000	86.7827	25.6074	
kirby127a_3_1_ax.img	IOG_L	4290	3.0000	153.0000	81.4912	24.1283	
kirby127a_3_1_ax.img	IOG_R	4475	4.0000	181.0000	93.0126	26.7250	
kirby127a_3_1_ax.img	Cu_L	6038	2.0000	169.0000	90.1069	27.1677	
kirby127a_3_1_ax.img	Cu_R	6839	3.0000	184.0000	90.1481	29.7775	
kirby127a_3_1_ax.img	LG_L	8068	4.0000	188.0000	102.0968	30.3152	
kirby127a_3_1_ax.img	LG_R	7289	0.0000e+00	220.0000	106.4198	33.3593	
kirby127a_3_1_ax.img	rostral_ACC_L	2628	9.0000	187.0000	102.6055	21.1045	
kirby127a_3_1_ax.img	rostral_ACC_R	3638	23.0000	193.0000	101.4078	24.6148	
kirby127a_3_1_ax.img	subcallosal_ACC_L	471	10.0000	236.0000	137.5026	35.0901	
kirby127a_3_1_ax.img	subcallosal_ACC_R	598	22.0000	216.0000	120.0582	24.6328	
kirby127a_3_1_ax.img	subgenual_ACC_L	1545	18.0000	249.0000	150.5167	35.4341	
kirby127a_3_1_ax.img	subgenual_ACC_R	1618	27.0000	295.0000	140.8056	38.4368	
kirby127a_3_1_ax.img	dorsal_ACC_L	12282	15.0000	200.0000	97.9694	24.7285	
kirby127a_3_1_ax.img	dorsal_ACC_R	12545	7.0000	205.0000	96.4641	23.6184	
kirby127a_3_1_ax.img	PCC_L	5718	5.0000	215.0000	113.2942	28.0334	
kirby127a_3_1_ax.img	PCC_R	8118	5.0000	240.0000	110.2979	28.4369	
kirby127a_3_1_ax.img	Insula_L	7241	10.0000	209.0000	102.3419	22.1017	
kirby127a_3_1_ax.img	Insula_R	7082	10.0000	246.0000	112.8027	24.0110	
kirby127a_3_1_ax.img	Amyg_L	1983	42.0000	240.0000	141.5206	18.7834	
